Gloss	Apolobamba	Apurí-Madean-Viñac	Ayacucho	Azuay	Cacra-Hongos	Cajamarca	Chachapoyas	Chimborazo	Chocos-Huangáscar	Chuquisaca	Cochabamba	Colombian Inga	Corongo	Cuzco	Eastern-Apurímac	Huallaga-Huánuco	Huancavelica	Huaraz-Huailas	Huaylla-Huanca	Imbabura	Jauja-Huanca	Lambayeque	Laraos	Lincha-Tana	Liscay-San Pedro	Napo	Pacaraos	Pastaza	Puno	San Martín	Santiago del Estero	Tena	Yaru
TEN_6604	ʧunka	ʈunka	ʧunka	ʧunɡa	ʈunka	ʈ͡ʂunɡa	ʈ͡ʂunɡa	ʧunɡa	ʈunka	ʧunka	ʧunka	ʧunɡa	ʈ͡ʂunka	ʧunka	ʧunka	ʧunka	ʧunka	ʧuɲka	ʈ͡ʂunka	ʧunɡa	ʈ͡ʂunka		ʈ͡ʂunka	ʈunka	ʈunka	ʧunɡa	ʈ͡ʂuŋka	ʧinɡu	ʧunka	ʧunɡa	ʧuŋka	ʧunɡa	ʈ͡ʂuŋka
TEN_6605																						dies											
THINK (REFLECT)_232																		peɲsaɾ															
THINK (REFLECT)_233																			jai̯ni ʧa ku~jai̯ni ka ʈ͡ʂa														
THINK (REFLECT)_2769																			uma ʧa ku														
THINK (REFLECT)_3326																															jaʧai̯		
THINK (REFLECT)_6654															hamu ta																		
THINK (REFLECT)_6655			juja	juja na		juja	juja	juja				juja		juja			juja			juja na						juja na		juja ri na	juja	juja		juja	
THINK (REFLECT)_6656	jarpa												jarpa			jarpa					jalpa	jarpa	jarpa				jaɾpa						jaɾba
THINK (REFLECT)_6660										tʼuku	tʼuku																						
THIS_6702	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	keː	kai̯	kai̯	kai̯	kai̯		kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯	kai̯
THOU_6747	qan	qam	χam	kan	qam	qam	kam	kan	qam	qan	ʁan	kam	qam	qan	qan	qam	χam	qam	qam	kan	qam	xam	qam	qam	qam	kan	ʁam	kan	qan	kam	qam	kan	χam
THREE_6799	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kinsa	kinsa	kimsa	kinsa	kinsa	kinsa	kimsa	kimza	kima	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kimsa	kima	kimsa	kimsa	kimsa	kimsa	kinsa	kima
TONGUE_6920	qaʎu	qaʎu	χaʎu	kaʎu	qaʎu	qaʥu	kaʥu	kʰaʒu	qaʎu	qaʎu	ɢaʎu	kaʎu	qaʎu	qaʎu	qaʎu	qaʎu	χaʎu	qaʎu	haʎu	xaʎu	haʎu	qaʤu~χaʤu	qaʎu	qaʎu	qaʎu	kaʎu	ʁaʎu~ʁalu	kaʎu	qaʎu	kaʥu	qaʒu	kaʎu	χaʎu
TOOTH_6974	kiru	kiɾu	kiɾu	kiɾu	kilu	kiru	kiru	kiru	kiɾu	kiru	kiru	xiru	kiru	kiru	kiru	kiru	kiru	kiɾu	kilu	kiɾu	kilu	kiru	kiru	kiɾu	kiɾu	kiru	kiɾu	kiru	kiru	kiru	kiɾu	kiru	kiɾu
TREE_221		qeɾu			qelu	qiru			qeɾu							qiru		qeɾu				χiru		qeɾu	qeɾu		χeɾu						χeɾu
TREE_222																													quqa				
TREE_7023	saʧʼa		saʧa							saʧʼa	saʧʼa	saʧa	aʈ͡ʂa		saʧa		saʧa		haʈ͡ʂa		saʈ͡ʂa												
TREE_7024				juɾa			jura	jura												juɾa						ruja				jura		jura	
TREE_7025															pisona																		
TREE_7027														maʎki																			
TREE_7029																							munti										
TREE_7030																												kaspi					
TREE_7031																															taχo		
TWO_7072	iskai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iskai̯	içkai̯	iʃki	iʃkai̯	iskai̯	iskai̯	iskai̯	iʃkeː	iskai̯	iskai̯	iskai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	iskai̯	iʃkai̯	iʃkai̯	iʃkai̯	iʃkai̯	içkai̯	iʃkai̯	iskai̯	içkai̯	iʃkai̯	iʃki	içɡai̯
UP_17				hawa pi								awa pi														hawa		awa					
UP_207																				xatun													
UP_2769													uma																				
UP_3037	hanaχ	hanai̯	hanaχ		hanai̯	anaχ	anax	hanax	hanai̯						hanan	hana	hanaχ	xaɲa	χana		sana	anaχ	hanai̯	hanai̯	hanai̯		xana			anak	anaχ	anak	χana
UP_3040		wiʈai̯			wiʈai̯				wiʈai̯			wiʧai̯		wiʧai̯							wiʧan			wiʈai̯	wiʈai̯				wiʧai̯				
UP_88										pata	pata																						
WALK_140																		aɲdaɾ															
WALK_7121	puri		puɾi	puɾi na		puri	puri	puri		puri	puri	puri	puri	puri	puri	puri	puri		puli	puɾi na	puli	puri	puri			puri na	puɾi	puri na	puri	puri	puɾiː	puri	puɾi
WATER_7247		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku	jaku		jaku	jaxu	jaku	jaɡu
WATER_7248															ʧuʎʧu̯i																		
WATER_7250	unu													unu	unu														unu				
WE (INCLUSIVE)_7301	ɲuqanʧis	noqanʧik	ɲoχanʧik	ɲuqanʧi	ɲoqanʧik	nuʁanʤiʁ	ɲukanʧi	ɲukanʧix	ɲoqanʧik	nuqanʧis	nuʁanʧiχ	nukanʧi	ɲuqanʦik	nuqanʧis	ɲoqanʧis	nuqanʧi	ɲuχanʧik	ɲoqaɲʦi		ɲukanʧik		nuʁanʧi	nuqanʧik	ɲoqanʧik	ɲoqanʧik	ɲukanʧi	ɲoχansi	nukanʧi	nuqanʧis	ɲukanʧi	noχai̯ʃ	ɲukanʧi	noχaɲʧi~noχaɲʧik
WHAT_7384	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima	ima
WHITE_7430	juraχ	juɾaq	juɾaχ	juɾaɡ	julaq	juraq	jurak	jurax	juɾaq	juraχ	juraχ	jura	juraq	juraχ	juraq	juraχ	rujaχ~juraχ	julaq	julaʔ	juɾax	julaʔ	juraq	juraχ	juɾaq	juɾaq	rujaχ	juɾaχ	jura	juraχ	jurak	juɾaχ	jurax	juɾaχ
WHITE_7431															ku̯iʎa																		
WHO_7479	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi	pi		piː	pi	pi	pi	pi taχ	pi	pi
WHO_7480																										mai̯kan							
WIND_190																		wau̯ja															
WIND_7526	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯la	wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	wai̯ra	wai̯ra	weːra	wai̯ra	wai̯ra		wai̯ra		wai̯wa	wai̯ɾa	wai̯wa	wai̯ra	wai̯ra	wai̯ɾa	wai̯ɾa	wai̯ra		wai̯ra	wai̯ra	wai̯ra	wai̯ɾa	wai̯ra	
WIND_7527																vi̯ento											bintu						
WING_11												uɡʎa riska																					
WING_26																kapa																	
WING_29						ala		alas					ala							alas		ala											
WING_3427			ɾapɾa											raɸra	rapra~parpa		rapra		lapla		lapla												ʐapɾa
WING_7575	lixra	ɾikɾa			ʃikla		rikra		ɾikɾa	lixra	liχra~lixra							ɾipɾa					likra	likla	ɾikɾa	riɡra		ɾiɡra	rixra	rikra	lixɾa		
WING_7580																																riʁra panɡa	
WITH_7626	wan	wan	waŋ	wan	man	wan		wan	man	wan	wan		wan	wan	wan	wan	wan					wan	wan	wan~man					wan		an	wa	
WOMAN_7661	warmi	waɾmi	waɾmi	waɾmi	walmi	warmi	warmi	warmi	waɾmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	warmi	waɾmi	walmi	waɾmi	walmi	warmi	warmi	waɾmi	waɾmi	warmi	waɾmi	warmi	warmi	warmi	waɾmi	warmi	waɾmi
WORM_20																				ku̯ika													
WORM_39																						ɲuʃi											
WORM_40															siʎwi																		
WORM_7717	kuru	uɾu	uɾu	kuɾu	ulu	kuru	kuru	kʰuru	uɾu	kʰuru	kʰuru	kuru	kuru	kuru	uru~utuskuru	kuru	kuru	kuɾu	kulu		kulu		kuru	uɾu	uɾu	kuru	kuɾu	kuru	kuru	kuru	kuɾu	kuru	kuɾu
YEAR_7768	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata		wata~watə	wata	wata	wata	wata	wata	wata	wata	wata	wata	wata
YEAR_7770																						aɲo											
YELLOW_108															paru																		
YELLOW_158																			tunʔuʂ		tunʔuʂ												
YELLOW_7817		qaɾwa			qalwa	qarwa			qaɾwa				qarwa			qarwa ʃ		qaɾwaʃ				χarwa	qarwa ʃ	qaɾwa	qaɾwa		ʁaɾwa						
YELLOW_82	qʼiʎu		χeʎu	kiʎu			kiʥu	kiʒu		qʼiʎu	qʼiʎu	xiʎu		qʼiʎu			χiʎu			kiʎu						kiʎu		kiʎu	qʼiʎu	kiʥu	qɪʒu	kiʎu	
YELLOW_83																																	tiɾi
YOUNG (OF MAN)_15																						maltun											
YOUNG (OF MAN)_162		maqta	maχta						maqta						maqta		maχta						maχta	maqta									
YOUNG (OF MAN)_209																wanka ʃ																	
YOUNG (OF MAN)_7881						wamra																					wamɾa						
YOUNG (OF MAN)_7934	wai̯na						wai̯na			wai̯na	wai̯na			wai̯na	wai̯na													wai̯na	wai̯na	wai̯na	wai̯na		
YOUNG (OF MAN)_7935																										malta						malta	
YOUNG (OF MAN)_7936													xoben																				
YOUNG (OF MAN)_7942																			walaʂ		walaʂ												walaʃ
YOUNG (OF MAN)_91				wambɾa				wambra												xatun wambɾa													
YOUNG (OF MAN)_93															pasɲa																		
YOUNG (OF MAN)_95												musu																musu					
YOUNG (OF WOMAN)_209																wanka ʃ																	
YOUNG (OF WOMAN)_7661																				waɾmi													
YOUNG (OF WOMAN)_7875	sipa s		sipas			ʃipa ʃ	ʃipaʃ			sipa s	sipa s	sipas	ʃipaʃ	sipa s	sipas		sipa s	ʃipaʃ				ʃipa ʃ	sipa s				xipaʃ	ʃipas	sipa s	ʃipaʃ	sipas		χebaʃ
YOUNG (OF WOMAN)_7880																			lasak								raʁak						
YOUNG (OF WOMAN)_7881																			wamla		wamla												
YOUNG (OF WOMAN)_7935																										malta						malta	
YOUNG (OF WOMAN)_91				wambɾa				wambra																									
YOUNG (OF WOMAN)_93			pasɲa																														
