family,cognate_method,eval_method,min_similarity,tree_type,TreeDist,GenQuartetDist
Quechuan,gold,Phonetic-uncalibrated,min-0.1,complete,0.626046584,0.460194075
Quechuan,gold,Phonetic-uncalibrated,min-0.2,complete,0.626046584,0.460194075
Quechuan,gold,Phonetic-uncalibrated,min-0.3,complete,0.626046584,0.460194075
Quechuan,gold,Phonetic-uncalibrated,min-0.4,complete,0.626046584,0.460194075
Quechuan,gold,Phonetic-uncalibrated,min-0.5,complete,0.626046584,0.460194075
Quechuan,none,PMI-calibrated,min-0.2,single,0.660383988,0.460477208
Quechuan,PMI,Phonetic-calibrated,min-0.5,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.0,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.1,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.2,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.3,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.4,average,0.624318447,0.461120692
Quechuan,PMI,Phonetic-uncalibrated,min-0.5,average,0.624318447,0.461120692
Quechuan,Hybrid,Phonetic-calibrated,min-0.4,single,0.631442595,0.462047309
Quechuan,gold,Phonetic-calibrated,min-0.1,single,0.636499832,0.46240766
Quechuan,PMI,PMI-calibrated,min-0.0,single,0.646847849,0.463411495
Quechuan,PMI,Phonetic-calibrated,min-0.4,single,0.627893549,0.463900543
Quechuan,PMI,Surprisal-calibrated,min-0.3,single,0.648444962,0.46402924
Quechuan,Hybrid,Surprisal-calibrated,min-0.0,single,0.633382135,0.464312373
Quechuan,Hybrid,Surprisal-calibrated,min-0.1,single,0.633382135,0.464312373
Quechuan,Hybrid,Surprisal-calibrated,min-0.2,single,0.633382135,0.464312373
Quechuan,Levenshtein,Surprisal-calibrated,min-0.2,single,0.653060812,0.464621245
Quechuan,Hybrid,Hybrid-calibrated,min-0.0,single,0.649520428,0.464646985
Quechuan,Hybrid,Hybrid-calibrated,min-0.1,single,0.649520428,0.464646985
Quechuan,Surprisal,Surprisal-calibrated,min-0.2,single,0.633885691,0.46523899
Quechuan,Hybrid,PMI-calibrated,min-0.1,single,0.640942519,0.465830995
Quechuan,PMI,Surprisal-calibrated,min-0.0,single,0.655651942,0.466397261
Quechuan,PMI,Surprisal-calibrated,min-0.1,single,0.655651942,0.466397261
Quechuan,Surprisal,PMI-calibrated,min-0.0,single,0.637418082,0.466680394
Quechuan,Hybrid,PMI-calibrated,min-0.2,single,0.66582279,0.46686057
Quechuan,PMI,Hybrid-calibrated,min-0.1,single,0.644636428,0.467117964
Quechuan,none,Surprisal-calibrated,min-0.0,single,0.653060812,0.467298139
Quechuan,none,Surprisal-calibrated,min-0.1,single,0.653060812,0.467298139
Quechuan,none,Surprisal-calibrated,min-0.2,single,0.653060812,0.467298139
Quechuan,none,Hybrid-calibrated,min-0.1,single,0.652657977,0.467298139
Quechuan,Phonetic,Hybrid-calibrated,min-0.4,single,0.665619151,0.467298139
Quechuan,Surprisal,Hybrid-calibrated,min-0.0,single,0.647136263,0.467426836
Quechuan,Surprisal,Hybrid-calibrated,min-0.1,single,0.647136263,0.467426836
Quechuan,Levenshtein,Phonetic-calibrated,min-0.5,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.0,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.1,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.2,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.3,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.4,average,0.642054016,0.467812926
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.5,average,0.642054016,0.467812926
Quechuan,PMI,Hybrid-calibrated,min-0.2,single,0.646584448,0.467838666
Quechuan,none,Surprisal-calibrated,min-0.3,single,0.653529155,0.468224756
Quechuan,Surprisal,Surprisal-calibrated,min-0.0,single,0.653529155,0.468224756
Quechuan,Surprisal,Surprisal-calibrated,min-0.1,single,0.653529155,0.468224756
Quechuan,Surprisal,Surprisal-calibrated,min-0.3,single,0.653529155,0.468224756
Quechuan,gold,PMI-calibrated,min-0.3,single,0.651367425,0.468379192
Quechuan,PMI,Surprisal-calibrated,min-0.2,single,0.657961848,0.468533628
Quechuan,PMI,Hybrid-calibrated,min-0.0,single,0.645485881,0.468533628
Quechuan,gold,Phonetic-calibrated,min-0.4,single,0.63903453,0.468610847
Quechuan,Phonetic,Hybrid-calibrated,min-0.3,single,0.669437895,0.468713804
Quechuan,Hybrid,Surprisal-calibrated,min-0.3,single,0.654068166,0.468842501
Quechuan,PMI,Phonetic-calibrated,min-0.5,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.0,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.1,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.2,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.3,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.4,single,0.648667166,0.470052251
Quechuan,PMI,Phonetic-uncalibrated,min-0.5,single,0.648667166,0.470052251
Quechuan,Surprisal,PMI-calibrated,min-0.2,single,0.668522617,0.470721474
Quechuan,Hybrid,PMI-calibrated,min-0.0,single,0.640274282,0.471622352
Quechuan,none,Phonetic-calibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.0,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.1,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.2,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.3,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.4,average,0.634796834,0.471854006
Quechuan,none,Phonetic-uncalibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-calibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.0,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.1,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.2,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.3,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.4,average,0.634796834,0.471854006
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-calibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.0,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.1,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.2,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.3,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.4,average,0.634796834,0.471854006
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-calibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.0,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.1,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.2,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.3,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.4,average,0.634796834,0.471854006
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-calibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.0,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.1,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.2,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.3,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.4,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,min-0.5,average,0.634796834,0.471854006
Quechuan,gold,Phonetic-uncalibrated,N/A,MaxCladeCredibility,0.634796834,0.471854006
Quechuan,none,PMI-calibrated,min-0.1,single,0.630780679,0.471905485
Quechuan,Levenshtein,Surprisal-calibrated,min-0.5,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.0,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.1,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.2,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.3,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.4,single,0.664320384,0.472188618
Quechuan,Levenshtein,Surprisal-uncalibrated,min-0.5,single,0.664320384,0.472188618
Quechuan,Phonetic,PMI-calibrated,min-0.4,single,0.699888803,0.472600448
Quechuan,none,PMI-calibrated,min-0.0,single,0.643996354,0.473938895
Quechuan,Surprisal,PMI-calibrated,min-0.1,single,0.661576846,0.474016113
Quechuan,none,Hybrid-calibrated,min-0.2,single,0.641738546,0.47411907
Quechuan,none,Hybrid-calibrated,min-0.0,single,0.657198067,0.4745309
Quechuan,Levenshtein,PMI-calibrated,min-0.3,single,0.666411087,0.475148645
Quechuan,PMI,PMI-calibrated,min-0.3,single,0.661138692,0.475946565
Quechuan,Surprisal,Hybrid-calibrated,min-0.2,single,0.654785389,0.477310751
Quechuan,Hybrid,Hybrid-calibrated,min-0.4,single,0.658488787,0.477748321
Quechuan,Hybrid,Hybrid-calibrated,min-0.2,single,0.658210885,0.477928496
Quechuan,none,PMI-calibrated,min-0.3,single,0.659661969,0.478031454
Quechuan,Hybrid,Hybrid-calibrated,min-0.3,single,0.655793024,0.478855113
Quechuan,Hybrid,Phonetic-calibrated,min-0.5,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.0,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.1,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.2,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.3,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.4,single,0.658511802,0.480039124
Quechuan,Hybrid,Phonetic-uncalibrated,min-0.5,single,0.658511802,0.480039124
Quechuan,gold,PMI-calibrated,min-0.4,single,0.684945237,0.480811305
Quechuan,Levenshtein,Phonetic-calibrated,min-0.5,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.0,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.1,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.2,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.3,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.4,single,0.667822349,0.482329927
Quechuan,Levenshtein,Phonetic-uncalibrated,min-0.5,single,0.667822349,0.482329927
Quechuan,Surprisal,PMI-calibrated,min-0.3,single,0.663396383,0.482973411
Quechuan,Hybrid,PMI-calibrated,min-0.3,single,0.663396383,0.482973411
Quechuan,PMI,Surprisal-calibrated,min-0.5,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.0,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.1,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.2,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.3,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.4,single,0.67172544,0.484131683
Quechuan,PMI,Surprisal-uncalibrated,min-0.5,single,0.67172544,0.484131683
Quechuan,Phonetic,Surprisal-calibrated,min-0.5,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.0,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.1,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.2,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.3,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.4,single,0.667941399,0.484955342
Quechuan,Phonetic,Surprisal-uncalibrated,min-0.5,single,0.667941399,0.484955342
Quechuan,Hybrid,Surprisal-calibrated,min-0.5,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.0,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.1,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.2,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.3,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.4,single,0.680760649,0.488764768
Quechuan,Hybrid,Surprisal-uncalibrated,min-0.5,single,0.680760649,0.488764768
Quechuan,Surprisal,PMI-calibrated,min-0.4,single,0.685603107,0.489562688
Quechuan,Hybrid,PMI-calibrated,min-0.4,single,0.685603107,0.489562688
Quechuan,none,Surprisal-calibrated,min-0.5,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.0,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.1,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.2,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.3,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.4,single,0.679166877,0.489691385
Quechuan,none,Surprisal-uncalibrated,min-0.5,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-calibrated,min-0.5,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.0,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.1,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.2,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.3,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.4,single,0.679166877,0.489691385
Quechuan,Surprisal,Surprisal-uncalibrated,min-0.5,single,0.679166877,0.489691385
Quechuan,none,Phonetic-calibrated,min-0.5,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.0,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.1,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.2,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.3,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.4,single,0.659564281,0.490334869
Quechuan,none,Phonetic-uncalibrated,min-0.5,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-calibrated,min-0.5,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.0,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.1,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.2,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.3,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.4,single,0.659564281,0.490334869
Quechuan,Phonetic,Phonetic-uncalibrated,min-0.5,single,0.659564281,0.490334869
Quechuan,PMI,PMI-calibrated,min-0.4,single,0.687976647,0.490592263
Quechuan,Surprisal,Phonetic-calibrated,min-0.5,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.0,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.1,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.2,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.3,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.4,single,0.664791948,0.490746699
Quechuan,Surprisal,Phonetic-uncalibrated,min-0.5,single,0.664791948,0.490746699
Quechuan,none,PMI-calibrated,min-0.4,single,0.687173232,0.492162364
Quechuan,Levenshtein,PMI-calibrated,min-0.5,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.0,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.1,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.2,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.3,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.4,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-uncalibrated,min-0.5,complete,0.713073891,0.495817353
Quechuan,Levenshtein,PMI-calibrated,min-0.4,single,0.702299846,0.496435098
Quechuan,gold,Phonetic-calibrated,min-0.5,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.0,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.1,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.2,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.3,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.4,single,0.681032201,0.500373221
Quechuan,gold,Phonetic-uncalibrated,min-0.5,single,0.681032201,0.500373221
Quechuan,Phonetic,PMI-calibrated,min-0.5,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.0,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.1,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.2,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.3,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.4,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-uncalibrated,min-0.5,single,0.728580752,0.503281769
Quechuan,Phonetic,PMI-calibrated,min-0.5,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.0,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.1,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.2,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.3,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.4,complete,0.721154517,0.50647345
Quechuan,Phonetic,PMI-uncalibrated,min-0.5,complete,0.721154517,0.50647345
Quechuan,gold,PMI-calibrated,min-0.5,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.0,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.1,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.2,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.3,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.4,complete,0.721154517,0.50647345
Quechuan,gold,PMI-uncalibrated,min-0.5,complete,0.721154517,0.50647345
Quechuan,PMI,PMI-calibrated,min-0.5,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.0,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.1,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.2,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.3,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.4,complete,0.72108935,0.508995907
Quechuan,PMI,PMI-uncalibrated,min-0.5,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-calibrated,min-0.5,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.0,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.1,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.2,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.3,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.4,complete,0.72108935,0.508995907
Quechuan,Surprisal,PMI-uncalibrated,min-0.5,complete,0.72108935,0.508995907
Quechuan,Levenshtein,PMI-calibrated,min-0.5,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.0,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.1,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.2,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.3,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.4,single,0.72610573,0.519137217
Quechuan,Levenshtein,PMI-uncalibrated,min-0.5,single,0.72610573,0.519137217
Quechuan,none,PMI-calibrated,min-0.5,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.0,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.1,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.2,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.3,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.4,complete,0.72726109,0.525108749
Quechuan,none,PMI-uncalibrated,min-0.5,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-calibrated,min-0.5,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.0,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.1,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.2,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.3,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.4,complete,0.72726109,0.525108749
Quechuan,Hybrid,PMI-uncalibrated,min-0.5,complete,0.72726109,0.525108749
Quechuan,none,PMI-calibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.0,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.1,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.2,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.3,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.4,single,0.749556953,0.527296595
Quechuan,none,PMI-uncalibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,PMI,PMI-calibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.0,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.1,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.2,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.3,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.4,single,0.749556953,0.527296595
Quechuan,PMI,PMI-uncalibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-calibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.0,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.1,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.2,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.3,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.4,single,0.749556953,0.527296595
Quechuan,Surprisal,PMI-uncalibrated,min-0.5,single,0.749556953,0.527296595
Quechuan,gold,PMI-calibrated,min-0.5,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.0,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.1,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.2,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.3,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.4,single,0.744245152,0.530822887
Quechuan,gold,PMI-uncalibrated,min-0.5,single,0.744245152,0.530822887
Quechuan,Hybrid,PMI-calibrated,min-0.5,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.0,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.1,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.2,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.3,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.4,single,0.760996129,0.545725979
Quechuan,Hybrid,PMI-uncalibrated,min-0.5,single,0.760996129,0.545725979
Sinitic,Levenshtein,PMI-calibrated,min-0.3,single,0.602031784,0.088704319
Sinitic,Levenshtein,Surprisal-calibrated,min-0.0,single,0.627791763,0.103654485
Sinitic,Levenshtein,Surprisal-calibrated,min-0.1,single,0.627791763,0.103654485
Sinitic,Levenshtein,Hybrid-calibrated,min-0.0,single,0.627791763,0.103654485
Sinitic,Levenshtein,PMI-calibrated,min-0.1,average,0.582023269,0.107641196
Sinitic,Levenshtein,PMI-calibrated,min-0.2,average,0.584308116,0.107641196
Sinitic,Levenshtein,PMI-calibrated,min-0.4,single,0.629441374,0.11627907
Sinitic,Levenshtein,PMI-calibrated,min-0.2,weighted,0.579806827,0.116611296
Sinitic,Levenshtein,Phonetic-calibrated,min-0.3,nj,0.539695338,0.117940199
Sinitic,none,Phonetic-calibrated,min-0.0,ward,0.519357321,0.122259136
Sinitic,PMI,Phonetic-calibrated,min-0.1,ward,0.519357321,0.122259136
Sinitic,Hybrid,Phonetic-calibrated,min-0.1,ward,0.519357321,0.122259136
Sinitic,Levenshtein,Surprisal-calibrated,min-0.2,single,0.658318777,0.127574751
Sinitic,Levenshtein,Surprisal-calibrated,min-0.3,single,0.658318777,0.127574751
Sinitic,Levenshtein,Surprisal-calibrated,min-0.4,single,0.658318777,0.127574751
Sinitic,Levenshtein,Hybrid-calibrated,min-0.3,single,0.658318777,0.127574751
Sinitic,Levenshtein,PMI-calibrated,min-0.1,single,0.654976632,0.12923588
Sinitic,Levenshtein,PMI-calibrated,min-0.2,single,0.654976632,0.12923588
Sinitic,Levenshtein,Hybrid-calibrated,min-0.1,single,0.654976632,0.12923588
Sinitic,Levenshtein,Surprisal-calibrated,min-0.4,nj,0.594486271,0.129900332
Sinitic,none,Phonetic-calibrated,min-0.2,nj,0.547339653,0.130232558
Sinitic,PMI,Phonetic-calibrated,min-0.3,nj,0.547339653,0.130232558
Sinitic,Levenshtein,Surprisal-calibrated,min-0.5,single,0.658318777,0.131893688
